,text,sentiment,speaker
507,"But you can cut off a vine-branch with a dagger or with a chisel , and in many other ways",NEGATIVE,Thrasymachus
508,And yet not so well as with a pruning-hook made for the purpose,NEGATIVE,Thrasymachus
509,May we not say that this is the end of a pruning-hook,NEGATIVE,Thrasymachus
510,"Then now I think you will have no difficulty in understanding my meaning when I asked the question whether the end of anything would be that which could not be accomplished , or not so well accomplished , by any other thing",NEGATIVE,Thrasymachus
511,"I understand your meaning , he said , and assent",NEUTRAL,Thrasymachus
512,And that to which an end is appointed has also an excellence,NEUTRAL,Thrasymachus
513,Need I ask again whether the eye has an end,NEGATIVE,Thrasymachus
514,And has not the eye an excellence,NEGATIVE,Thrasymachus
515,And the ear has an end and an excellence also,NEUTRAL,Thrasymachus
516,And the same is true of all other things ; they have each of them an end and a special excellence,NEUTRAL,Thrasymachus
517,"Well , and can the eyes fulfil their end if they are wanting in their own proper excellence and have a defect instead",NEUTRAL,Thrasymachus
518,"How can they , he said , if they are blind and can not see",NEGATIVE,Thrasymachus
519,"You mean to say , if they have lost their proper excellence , which is sight ; but I have not arrived at that point yet",NEGATIVE,Thrasymachus
520,"I would rather ask the question more generally , and only enquire whether the things which fulfil their ends fulfil them by their own proper excellence , and fall of fulfilling them by their own defect",NEGATIVE,Thrasymachus
521,"Certainly , he replied",NEUTRAL,Thrasymachus
522,I might say the same of the ears ; when deprived of their own proper excellence they can not fulfil their end,NEGATIVE,Thrasymachus
523,And the same observation will apply to all other things,NEUTRAL,Thrasymachus
524,Well ; and has not the soul an end which nothing else can fulfil,NEGATIVE,Thrasymachus
525,"for example , to superintend and command and deliberate and the like",NEGATIVE,Thrasymachus
526,"Are not these functions proper to the soul , and can they rightly be assigned to any other",NEGATIVE,Thrasymachus
527,And is not life to be reckoned among the ends of the soul,NEGATIVE,Thrasymachus
528,And has not the soul an excellence also,NEGATIVE,Thrasymachus
529,And can she or can she not fulfil her own ends when deprived of that excellence,NEGATIVE,Thrasymachus
530,"Then an evil soul must necessarily be an evil ruler and superintendent , and the good soul a good ruler",NEUTRAL,Thrasymachus
531,"And we have admitted that justice is the excellence of the soul , and injustice the defect of the soul",NEUTRAL,Thrasymachus
532,That has been admitted,NEUTRAL,Thrasymachus
533,"Then the just soul and the just man will live well , and the unjust man will live ill",NEGATIVE,Thrasymachus
534,That is what your argument proves,NEUTRAL,Thrasymachus
535,"And he who lives well is blessed and happy , and he who lives ill the reverse of happy",NEUTRAL,Thrasymachus
536,"Then the just is happy , and the unjust miserable",NEUTRAL,Thrasymachus
537,But happiness and not misery is profitable,NEUTRAL,Thrasymachus
538,"Then , my blessed Thrasymachus , injustice can never be more profitable than justice",NEGATIVE,Thrasymachus
539,"Let this , Socrates , he said , be your entertainment at the Bendidea",NEUTRAL,Thrasymachus
540,"For which I am indebted to you , I said , now that you have grown gentle towards me and have left off scolding",NEUTRAL,Thrasymachus
541,"Nevertheless , I have not been well entertained ; but that was my own fault and not yours",NEGATIVE,Thrasymachus
542,"As an epicure snatches a taste of every dish which is successively brought to table , he not having allowed himself time to enjoy the one before , so have I gone from one subject to another without having discovered what I sought at first , the nature of justice",NEUTRAL,Thrasymachus
543,"I left that enquiry and turned away to consider whether justice is virtue and wisdom or evil and folly ; and when there arose a further question about the comparative advantages of justice and injustice , I could not refrain from passing on to that",NEUTRAL,Thrasymachus
544,And the result of the whole discussion has been that I know nothing at all,NEGATIVE,Thrasymachus
545,"For I know not what justice is , and therefore I am not likely to know whether it is or is not a virtue , nor can I say whether the just man is happy or unhappy",NEGATIVE,Thrasymachus
546,"Socrates - GLAUCON What do you mean , Socrates",NEUTRAL,Glaucon
547,"The first two modes of payment are intelligible enough , but what the penalty is I do not understand , or how a penalty can be a payment",NEGATIVE,Glaucon
548,You mean that you do not understand the nature of this payment which to the best men is the great inducement to rule,NEGATIVE,Glaucon
549,"Of course you know that ambition and avarice are held to be , as indeed they are , a disgrace",NEGATIVE,Glaucon
550,"And for this reason , I said , money and honour have no attraction for them ; good men do not wish to be openly demanding payment for governing and so to get the name of hirelings , nor by secretly helping themselves out of the public revenues to get the name of thieves",NEGATIVE,Glaucon
551,And not being ambitious they do not care about honour,NEGATIVE,Glaucon
552,"Wherefore necessity must be laid upon them , and they must be induced to serve from the fear of punishment",NEGATIVE,Glaucon
553,"And this , as I imagine , is the reason why the forwardness to take office , instead of waiting to be compelled , has been deemed dishonourable",NEGATIVE,Glaucon
554,Now the worst part of the punishment is that he who refuses to rule is liable to be ruled by one who is worse than himself,NEGATIVE,Glaucon
555,"And the fear of this , as I conceive , induces the good to take office , not because they would , but because they can not help -- not under the idea that they are going to have any benefit or enjoyment themselves , but as a necessity , and because they are not able to commit the task of ruling to any one who is better than themselves , or indeed as good",NEGATIVE,Glaucon
556,"For there is reason to think that if a city were composed entirely of good men , then to avoid office would be as much an object of contention as to obtain office is at present ; then we should have plain proof that the true ruler is not meant by nature to regard his own interest , but that of his subjects ; and every one who knew this would choose rather to receive a benefit from another than to have the trouble of conferring one",NEGATIVE,Glaucon
557,So far am I from agreeing with Thrasymachus that justice is the interest of the stronger,NEGATIVE,Glaucon
558,"This latter question need not be further discussed at present ; but when Thrasymachus says that the life of the unjust is more advantageous than that of the just , his new statement appears to me to be of a far more serious character",NEUTRAL,Glaucon
559,Which of us has spoken truly,NEUTRAL,Glaucon
560,"And which sort of life , Glaucon , do you prefer",NEUTRAL,Glaucon
561,"I for my part deem the life of the just to be the more advantageous , he answered",NEUTRAL,Glaucon
562,Did you hear all the advantages of the unjust which Thrasymachus was rehearsing,NEGATIVE,Glaucon
563,"Yes , I heard him , he replied , but he has not convinced me",NEGATIVE,Glaucon
564,"Then shall we try to find some way of convincing him , if we can , that he is saying what is not true",NEGATIVE,Glaucon
565,"Most certainly , he replied",NEUTRAL,Glaucon
566,"If , I said , he makes a set speech and we make another recounting all the advantages of being just , and he answers and we rejoin , there must be a numbering and measuring of the goods which are claimed on either side , and in the end we shall want judges to decide ; but if we proceed in our enquiry as we lately did , by making admissions to one another , we shall unite the offices of judge and advocate in our own persons",NEUTRAL,Glaucon
567,"Very good , he said",NEUTRAL,Glaucon
568,And which method do I understand you to prefer,NEUTRAL,Glaucon
569,That which you propose,NEUTRAL,Glaucon
570,"Well , then , Thrasymachus , I said , suppose you begin at the beginning and answer me",NEUTRAL,Glaucon
571,You say that perfect injustice is more gainful than perfect justice,NEGATIVE,Glaucon
572,"Socrates - GLAUCON - THRASYMACHUS Yes , that is what I say , and I have given you my reasons",NEUTRAL,Glaucon
573,And what is your view about them,NEUTRAL,Glaucon
574,Would you call one of them virtue and the other vice,NEUTRAL,Glaucon
575,I suppose that you would call justice virtue and injustice vice,NEGATIVE,Glaucon
576,What a charming notion,NEUTRAL,Glaucon
577,"So likely too , seeing that I affirm injustice to be profitable and justice not",NEGATIVE,Glaucon
578,What else then would you say,NEGATIVE,Glaucon
579,"The opposite , he replied",NEGATIVE,Glaucon
580,And would you call justice vice,NEGATIVE,Glaucon
581,"No , I would rather say sublime simplicity",NEUTRAL,Glaucon
582,Then would you call injustice malignity,NEGATIVE,Glaucon
583,No ; I would rather say discretion,NEGATIVE,Glaucon
584,And do the unjust appear to you to be wise and good,NEUTRAL,Glaucon
585,"Yes , he said ; at any rate those of them who are able to be perfectly unjust , and who have the power of subduing states and nations ; but perhaps you imagine me to be talking of cutpurses",NEUTRAL,Glaucon
586,"Even this profession if undetected has advantages , though they are not to be compared with those of which I was just now speaking",NEUTRAL,Glaucon
587,"I do not think that I misapprehend your meaning , Thrasymachus , I replied ; but still I can not hear without amazement that you class injustice with wisdom and virtue , and justice with the opposite",NEUTRAL,Glaucon
588,Certainly I do so class them,NEUTRAL,Glaucon
589,"Now , I said , you are on more substantial and almost unanswerable ground ; for if the injustice which you were maintaining to be profitable had been admitted by you as by others to be vice and deformity , an answer might have been given to you on received principles ; but now I perceive that you will call injustice honourable and strong , and to the unjust you will attribute all the qualities which were attributed by us before to the just , seeing that you do not hesitate to rank injustice with wisdom and virtue",NEUTRAL,Glaucon
590,"You have guessed most infallibly , he replied",NEUTRAL,Glaucon
591,"Then I certainly ought not to shrink from going through with the argument so long as I have reason to think that you , Thrasymachus , are speaking your real mind ; for I do believe that you are now in earnest and are not amusing yourself at our expense",NEGATIVE,Glaucon
592,"I may be in earnest or not , but what is that to you",NEUTRAL,Glaucon
593,-- to refute the argument is your business,NEGATIVE,Glaucon
594,"Very true , I said ; that is what I have to do : But will you be so good as answer yet one more question",NEUTRAL,Glaucon
595,Does the just man try to gain any advantage over the just,NEGATIVE,Glaucon
596,"Far otherwise ; if he did would not be the simple , amusing creature which he is",NEGATIVE,Glaucon
597,And would he try to go beyond just action,NEGATIVE,Glaucon
598,And how would he regard the attempt to gain an advantage over the unjust ; would that be considered by him as just or unjust,NEGATIVE,Glaucon
599,"He would think it just , and would try to gain the advantage ; but he would not be able",NEGATIVE,Glaucon
600,"Whether he would or would not be able , I said , is not to the point",NEGATIVE,Glaucon
601,"My question is only whether the just man , while refusing to have more than another just man , would wish and claim to have more than the unjust",NEGATIVE,Glaucon
602,"And what of the unjust -- does he claim to have more than the just man and to do more than is just Of course , he said , for he claims to have more than all men",NEGATIVE,Glaucon
603,"And the unjust man will strive and struggle to obtain more than the unjust man or action , in order that he may have more than all",NEUTRAL,Glaucon
604,"We may put the matter thus , I said -- the just does not desire more than his like but more than his unlike , whereas the unjust desires more than both his like and his unlike",NEUTRAL,Glaucon
605,"Nothing , he said , can be better than that statement",NEGATIVE,Glaucon
606,"And the unjust is good and wise , and the just is neither",NEGATIVE,Glaucon
607,"Good again , he said",NEUTRAL,Glaucon
608,And is not the unjust like the wise and good and the just unlike them,NEUTRAL,Glaucon
609,"Of course , he said , he who is of a certain nature , is like those who are of a certain nature ; he who is not , not",NEUTRAL,Glaucon
610,"Each of them , I said , is such as his like is",NEUTRAL,Glaucon
611,"Certainly , he replied",NEUTRAL,Glaucon
612,"Very good , Thrasymachus , I said ; and now to take the case of the arts : you would admit that one man is a musician and another not a musician",NEUTRAL,Glaucon
613,And which is wise and which is foolish,NEUTRAL,Glaucon
614,"Clearly the musician is wise , and he who is not a musician is foolish",NEUTRAL,Glaucon
615,"And he is good in as far as he is wise , and bad in as far as he is foolish",NEUTRAL,Glaucon
616,And you would say the same sort of thing of the physician,NEGATIVE,Glaucon
617,"And do you think , my excellent friend , that a musician when he adjusts the lyre would desire or claim to exceed or go beyond a musician in the tightening and loosening the strings",NEUTRAL,Glaucon
618,I do not think that he would,NEGATIVE,Glaucon
619,But he would claim to exceed the non-musician,NEUTRAL,Glaucon
620,And what would you say of the physician,NEUTRAL,Glaucon
621,In prescribing meats and drinks would he wish to go beyond another physician or beyond the practice of medicine,NEGATIVE,Glaucon
622,But he would wish to go beyond the non-physician,NEGATIVE,Glaucon
623,And about knowledge and ignorance in general ; see whether you think that any man who has knowledge ever would wish to have the choice of saying or doing more than another man who has knowledge,NEGATIVE,Glaucon
624,Would he not rather say or do the same as his like in the same case,NEGATIVE,Glaucon
625,"That , I suppose , can hardly be denied",NEUTRAL,Glaucon
626,And what of the ignorant,NEGATIVE,Glaucon
627,would he not desire to have more than either the knowing or the ignorant,NEGATIVE,Glaucon
628,And the knowing is wise,NEUTRAL,Glaucon
629,And the wise is good,NEUTRAL,Glaucon
630,"Then the wise and good will not desire to gain more than his like , but more than his unlike and opposite",NEUTRAL,Glaucon
631,Whereas the bad and ignorant will desire to gain more than both,NEGATIVE,Glaucon
632,"But did we not say , Thrasymachus , that the unjust goes beyond both his like and unlike",NEUTRAL,Glaucon
633,Were not these your words,NEGATIVE,Glaucon
634,And you also said that the lust will not go beyond his like but his unlike,NEUTRAL,Glaucon
635,"Then the just is like the wise and good , and the unjust like the evil and ignorant",NEUTRAL,Glaucon
636,That is the inference,NEUTRAL,Glaucon
637,And each of them is such as his like is,NEUTRAL,Glaucon
638,Then the just has turned out to be wise and good and the unjust evil and ignorant,NEUTRAL,Glaucon
639,"Thrasymachus made all these admissions , not fluently , as I repeat them , but with extreme reluctance ; it was a hot summer 's day , and the perspiration poured from him in torrents ; and then I saw what I had never seen before , Thrasymachus blushing",NEUTRAL,Glaucon
640,"As we were now agreed that justice was virtue and wisdom , and injustice vice and ignorance , I proceeded to another point : Well , I said , Thrasymachus , that matter is now settled ; but were we not also saying that injustice had strength ; do you remember",NEUTRAL,Glaucon
641,"Yes , I remember , he said , but do not suppose that I approve of what you are saying or have no answer ; if however I were to answer , you would be quite certain to accuse me of haranguing ; therefore either permit me to have my say out , or if you would rather ask , do so , and I will answer 'Very good , ' as they say to story-telling old women , and will nod 'Yes ' and 'No",NEUTRAL,Glaucon
642,"' Certainly not , I said , if contrary to your real opinion",NEGATIVE,Glaucon
643,"Yes , he said , I will , to please you , since you will not let me speak",NEUTRAL,Glaucon
644,What else would you have,NEGATIVE,Glaucon
645,"Nothing in the world , I said ; and if you are so disposed I will ask and you shall answer",NEGATIVE,Glaucon
646,"Then I will repeat the question which I asked before , in order that our examination of the relative nature of justice and injustice may be carried on regularly",NEUTRAL,Glaucon
647,"A statement was made that injustice is stronger and more powerful than justice , but now justice , having been identified with wisdom and virtue , is easily shown to be stronger than injustice , if injustice is ignorance ; this can no longer be questioned by any one",NEUTRAL,Glaucon
648,"But I want to view the matter , Thrasymachus , in a different way : You would not deny that a state may be unjust and may be unjustly attempting to enslave other states , or may have already enslaved them , and may be holding many of them in subjection",NEUTRAL,Glaucon
649,"True , he replied ; and I will add the best and perfectly unjust state will be most likely to do so",NEUTRAL,Glaucon
650,"I know , I said , that such was your position ; but what I would further consider is , whether this power which is possessed by the superior state can exist or be exercised without justice",NEGATIVE,Glaucon
651,"If you are right in you view , and justice is wisdom , then only with justice ; but if I am right , then without justice",NEUTRAL,Glaucon
652,"I am delighted , Thrasymachus , to see you not only nodding assent and dissent , but making answers which are quite excellent",NEUTRAL,Glaucon
653,"That is out of civility to you , he replied",NEGATIVE,Glaucon
654,"You are very kind , I said ; and would you have the goodness also to inform me , whether you think that a state , or an army , or a band of robbers and thieves , or any other gang of evil-doers could act at all if they injured one another",NEUTRAL,Glaucon
655,"No indeed , he said , they could not",NEGATIVE,Glaucon
656,"But if they abstained from injuring one another , then they might act together better",NEGATIVE,Glaucon
657,"And this is because injustice creates divisions and hatreds and fighting , and justice imparts harmony and friendship ; is not that true , Thrasymachus",NEGATIVE,Glaucon
658,"I agree , he said , because I do not wish to quarrel with you",NEUTRAL,Glaucon
659,"How good of you , I said ; but I should like to know also whether injustice , having this tendency to arouse hatred , wherever existing , among slaves or among freemen , will not make them hate one another and set them at variance and render them incapable of common action",NEUTRAL,Glaucon
660,"And even if injustice be found in two only , will they not quarrel and fight , and become enemies to one another and to the just They will",NEUTRAL,Glaucon
661,"And suppose injustice abiding in a single person , would your wisdom say that she loses or that she retains her natural power",NEGATIVE,Glaucon
662,Let us assume that she retains her power,NEGATIVE,Glaucon
663,"Yet is not the power which injustice exercises of such a nature that wherever she takes up her abode , whether in a city , in an army , in a family , or in any other body , that body is , to begin with , rendered incapable of united action by reason of sedition and distraction ; and does it not become its own enemy and at variance with all that opposes it , and with the just",NEGATIVE,Glaucon
664,Is not this the case,NEGATIVE,Glaucon
665,"And is not injustice equally fatal when existing in a single person ; in the first place rendering him incapable of action because he is not at unity with himself , and in the second place making him an enemy to himself and the just",NEUTRAL,Glaucon
666,"Is not that true , Thrasymachus",NEGATIVE,Glaucon
667,"And O my friend , I said , surely the gods are just",NEUTRAL,Glaucon
668,Granted that they are,NEUTRAL,Glaucon
669,"But if so , the unjust will be the enemy of the gods , and the just will be their friend",NEUTRAL,Glaucon
670,"Feast away in triumph , and take your fill of the argument ; I will not oppose you , lest I should displease the company",NEUTRAL,Glaucon
671,"Well then , proceed with your answers , and let me have the remainder of my repast",NEGATIVE,Glaucon
672,"For we have already shown that the just are clearly wiser and better and abler than the unjust , and that the unjust are incapable of common action ; nay ing at more , that to speak as we did of men who are evil acting at any time vigorously together , is not strictly true , for if they had been perfectly evil , they would have laid hands upon one another ; but it is evident that there must have been some remnant of justice in them , which enabled them to combine ; if there had not been they would have injured one another as well as their victims ; they were but half -- villains in their enterprises ; for had they been whole villains , and utterly unjust , they would have been utterly incapable of action",NEGATIVE,Glaucon
673,"That , as I believe , is the truth of the matter , and not what you said at first",NEGATIVE,Glaucon
674,But whether the just have a better and happier life than the unjust is a further question which we also proposed to consider,NEGATIVE,Glaucon
675,"I think that they have , and for the reasons which to have given ; but still I should like to examine further , for no light matter is at stake , nothing less than the rule of human life",NEUTRAL,Glaucon
676,I will proceed by asking a question : Would you not say that a horse has some end,NEGATIVE,Glaucon
677,"And the end or use of a horse or of anything would be that which could not be accomplished , or not so well accomplished , by any other thing",NEGATIVE,Glaucon
678,"I do not understand , he said",NEGATIVE,Glaucon
679,"Let me explain : Can you see , except with the eye",NEUTRAL,Glaucon
680,"Or hear , except with the ear",NEUTRAL,Glaucon
681,These then may be truly said to be the ends of these organs,NEGATIVE,Glaucon
682,"But you can cut off a vine-branch with a dagger or with a chisel , and in many other ways",NEGATIVE,Glaucon
683,And yet not so well as with a pruning-hook made for the purpose,NEGATIVE,Glaucon
684,May we not say that this is the end of a pruning-hook,NEGATIVE,Glaucon
685,"Then now I think you will have no difficulty in understanding my meaning when I asked the question whether the end of anything would be that which could not be accomplished , or not so well accomplished , by any other thing",NEGATIVE,Glaucon
686,"I understand your meaning , he said , and assent",NEUTRAL,Glaucon
687,And that to which an end is appointed has also an excellence,NEUTRAL,Glaucon
688,Need I ask again whether the eye has an end,NEGATIVE,Glaucon
689,And has not the eye an excellence,NEGATIVE,Glaucon
690,And the ear has an end and an excellence also,NEUTRAL,Glaucon
691,And the same is true of all other things ; they have each of them an end and a special excellence,NEUTRAL,Glaucon
692,"Well , and can the eyes fulfil their end if they are wanting in their own proper excellence and have a defect instead",NEUTRAL,Glaucon
693,"How can they , he said , if they are blind and can not see",NEGATIVE,Glaucon
694,"You mean to say , if they have lost their proper excellence , which is sight ; but I have not arrived at that point yet",NEGATIVE,Glaucon
695,"I would rather ask the question more generally , and only enquire whether the things which fulfil their ends fulfil them by their own proper excellence , and fall of fulfilling them by their own defect",NEGATIVE,Glaucon
696,"Certainly , he replied",NEUTRAL,Glaucon
697,I might say the same of the ears ; when deprived of their own proper excellence they can not fulfil their end,NEGATIVE,Glaucon
698,And the same observation will apply to all other things,NEUTRAL,Glaucon
699,Well ; and has not the soul an end which nothing else can fulfil,NEGATIVE,Glaucon
700,"for example , to superintend and command and deliberate and the like",NEGATIVE,Glaucon
701,"Are not these functions proper to the soul , and can they rightly be assigned to any other",NEGATIVE,Glaucon
702,And is not life to be reckoned among the ends of the soul,NEGATIVE,Glaucon
703,And has not the soul an excellence also,NEGATIVE,Glaucon
704,And can she or can she not fulfil her own ends when deprived of that excellence,NEGATIVE,Glaucon
705,"Then an evil soul must necessarily be an evil ruler and superintendent , and the good soul a good ruler",NEUTRAL,Glaucon
706,"And we have admitted that justice is the excellence of the soul , and injustice the defect of the soul",NEUTRAL,Glaucon
707,That has been admitted,NEUTRAL,Glaucon
708,"Then the just soul and the just man will live well , and the unjust man will live ill",NEGATIVE,Glaucon
709,That is what your argument proves,NEUTRAL,Glaucon
710,"And he who lives well is blessed and happy , and he who lives ill the reverse of happy",NEUTRAL,Glaucon
711,"Then the just is happy , and the unjust miserable",NEUTRAL,Glaucon
712,But happiness and not misery is profitable,NEUTRAL,Glaucon
713,"Then , my blessed Thrasymachus , injustice can never be more profitable than justice",NEGATIVE,Glaucon
714,"Let this , Socrates , he said , be your entertainment at the Bendidea",NEUTRAL,Glaucon
715,"For which I am indebted to you , I said , now that you have grown gentle towards me and have left off scolding",NEUTRAL,Glaucon
716,"Nevertheless , I have not been well entertained ; but that was my own fault and not yours",NEGATIVE,Glaucon
717,"As an epicure snatches a taste of every dish which is successively brought to table , he not having allowed himself time to enjoy the one before , so have I gone from one subject to another without having discovered what I sought at first , the nature of justice",NEUTRAL,Glaucon
718,"I left that enquiry and turned away to consider whether justice is virtue and wisdom or evil and folly ; and when there arose a further question about the comparative advantages of justice and injustice , I could not refrain from passing on to that",NEUTRAL,Glaucon
719,And the result of the whole discussion has been that I know nothing at all,NEGATIVE,Glaucon
720,"For I know not what justice is , and therefore I am not likely to know whether it is or is not a virtue , nor can I say whether the just man is happy or unhappy",NEGATIVE,Glaucon
721,"Socrates - GLAUCON With these words I was thinking that I had made an end of the discussion ; but the end , in truth , proved to be only a beginning",NEGATIVE,Glaucon
722,"For Glaucon , who is always the most pugnacious of men , was dissatisfied at Thrasymachus' retirement ; he wanted to have the battle out",NEGATIVE,Glaucon
723,"So he said to me : Socrates , do you wish really to persuade us , or only to seem to have persuaded us , that to be just is always better than to be unjust",NEGATIVE,Glaucon
724,"I should wish really to persuade you , I replied , if I could",NEGATIVE,Glaucon
725,Then you certainly have not succeeded,NEGATIVE,Glaucon
726,"Let me ask you now : -- How would you arrange goods -- are there not some which we welcome for their own sakes , and independently of their consequences , as , for example , harmless pleasures and enjoyments , which delight us at the time , although nothing follows from them",NEGATIVE,Glaucon
727,"I agree in thinking that there is such a class , I replied",NEUTRAL,Glaucon
728,"Is there not also a second class of goods , such as knowledge , sight , health , which are desirable not only in themselves , but also for their results",NEUTRAL,Glaucon
729,"And would you not recognize a third class , such as gymnastic , and the care of the sick , and the physician 's art ; also the various ways of money-making -- these do us good but we regard them as disagreeable ; and no one would choose them for their own sakes , but only for the sake of some reward or result which flows from them",NEGATIVE,Glaucon
730,"There is , I said , this third class also",NEUTRAL,Glaucon
731,Because I want to know in which of the three classes you would place justice,NEUTRAL,Glaucon
732,"In the highest class , I replied , -- among those goods which he who would be happy desires both for their own sake and for the sake of their results",NEUTRAL,Glaucon
733,"Then the many are of another mind ; they think that justice is to be reckoned in the troublesome class , among goods which are to be pursued for the sake of rewards and of reputation , but in themselves are disagreeable and rather to be avoided",NEGATIVE,Glaucon
734,"I know , I said , that this is their manner of thinking , and that this was the thesis which Thrasymachus was maintaining just now , when he censured justice and praised injustice",NEGATIVE,Glaucon
735,But I am too stupid to be convinced by him,NEGATIVE,Glaucon
736,"I wish , he said , that you would hear me as well as him , and then I shall see whether you and I agree",NEUTRAL,Glaucon
737,"For Thrasymachus seems to me , like a snake , to have been charmed by your voice sooner than he ought to have been ; but to my mind the nature of justice and injustice have not yet been made clear",NEGATIVE,Glaucon
738,"Setting aside their rewards and results , I want to know what they are in themselves , and how they inwardly work in the soul",NEUTRAL,Glaucon
739,"If you , please , then , I will revive the argument of Thrasymachus",NEUTRAL,Glaucon
740,And first I will speak of the nature and origin of justice according to the common view of them,NEUTRAL,Glaucon
741,"Secondly , I will show that all men who practise justice do so against their will , of necessity , but not as a good",NEGATIVE,Glaucon
742,"And thirdly , I will argue that there is reason in this view , for the life of the unjust is after all better far than the life of the just -- if what they say is true , Socrates , since I myself am not of their opinion",NEGATIVE,Glaucon
743,"But still I acknowledge that I am perplexed when I hear the voices of Thrasymachus and myriads of others dinning in my ears ; and , on the other hand , I have never yet heard the superiority of justice to injustice maintained by any one in a satisfactory way",NEUTRAL,Glaucon
744,"I want to hear justice praised in respect of itself ; then I shall be satisfied , and you are the person from whom I think that I am most likely to hear this ; and therefore I will praise the unjust life to the utmost of my power , and my manner of speaking will indicate the manner in which I desire to hear you too praising justice and censuring injustice",NEUTRAL,Glaucon
745,Will you say whether you approve of my proposal,NEUTRAL,Glaucon
746,Indeed I do ; nor can I imagine any theme about which a man of sense would oftener wish to converse,NEUTRAL,Glaucon
747,"I am delighted , he replied , to hear you say so , and shall begin by speaking , as I proposed , of the nature and origin of justice",NEUTRAL,Glaucon
748,"Glaucon They say that to do injustice is , by nature , good ; to suffer injustice , evil ; but that the evil is greater than the good",NEUTRAL,Glaucon
749,"And so when men have both done and suffered injustice and have had experience of both , not being able to avoid the one and obtain the other , they think that they had better agree among themselves to have neither ; hence there arise laws and mutual covenants ; and that which is ordained by law is termed by them lawful and just",NEGATIVE,Glaucon
750,"This they affirm to be the origin and nature of justice ; -- it is a mean or compromise , between the best of all , which is to do injustice and not be punished , and the worst of all , which is to suffer injustice without the power of retaliation ; and justice , being at a middle point between the two , is tolerated not as a good , but as the lesser evil , and honoured by reason of the inability of men to do injustice",NEUTRAL,Glaucon
751,For no man who is worthy to be called a man would ever submit to such an agreement if he were able to resist ; he would be mad if he did,NEGATIVE,Glaucon
752,"Such is the received account , Socrates , of the nature and origin of justice",NEUTRAL,Glaucon
753,"Now that those who practise justice do so involuntarily and because they have not the power to be unjust will best appear if we imagine something of this kind : having given both to the just and the unjust power to do what they will , let us watch and see whither desire will lead them ; then we shall discover in the very act the just and unjust man to be proceeding along the same road , following their interest , which all natures deem to be their good , and are only diverted into the path of justice by the force of law",NEGATIVE,Glaucon
754,The liberty which we are supposing may be most completely given to them in the form of such a power as is said to have been possessed by Gyges the ancestor of Croesus the Lydian,NEUTRAL,Glaucon
755,"According to the tradition , Gyges was a shepherd in the service of the king of Lydia ; there was a great storm , and an earthquake made an opening in the earth at the place where he was feeding his flock",NEUTRAL,Glaucon
756,"Amazed at the sight , he descended into the opening , where , among other marvels , he beheld a hollow brazen horse , having doors , at which he stooping and looking in saw a dead body of stature , as appeared to him , more than human , and having nothing on but a gold ring ; this he took from the finger of the dead and reascended",NEGATIVE,Glaucon
757,"Now the shepherds met together , according to custom , that they might send their monthly report about the flocks to the king ; into their assembly he came having the ring on his finger , and as he was sitting among them he chanced to turn the collet of the ring inside his hand , when instantly he became invisible to the rest of the company and they began to speak of him as if he were no longer present",NEGATIVE,Glaucon
758,"He was astonished at this , and again touching the ring he turned the collet outwards and reappeared ; he made several trials of the ring , and always with the same result-when he turned the collet inwards he became invisible , when outwards he reappeared",NEUTRAL,Glaucon
759,"Whereupon he contrived to be chosen one of the messengers who were sent to the court ; where as soon as he arrived he seduced the queen , and with her help conspired against the king and slew him , and took the kingdom",NEUTRAL,Glaucon
760,"Suppose now that there were two such magic rings , and the just put on one of them and the unjust the other ; , no man can be imagined to be of such an iron nature that he would stand fast in justice",NEUTRAL,Glaucon
761,"No man would keep his hands off what was not his own when he could safely take what he liked out of the market , or go into houses and lie with any one at his pleasure , or kill or release from prison whom he would , and in all respects be like a God among men",NEGATIVE,Glaucon
762,Then the actions of the just would be as the actions of the unjust ; they would both come at last to the same point,NEGATIVE,Glaucon
763,"And this we may truly affirm to be a great proof that a man is just , not willingly or because he thinks that justice is any good to him individually , but of necessity , for wherever any one thinks that he can safely be unjust , there he is unjust",NEUTRAL,Glaucon
764,"For all men believe in their hearts that injustice is far more profitable to the individual than justice , and he who argues as I have been supposing , will say that they are right",NEUTRAL,Glaucon
765,"If you could imagine any one obtaining this power of becoming invisible , and never doing any wrong or touching what was another 's , he would be thought by the lookers-on to be a most wretched idiot , although they would praise him to one another 's faces , and keep up appearances with one another from a fear that they too might suffer injustice",NEGATIVE,Glaucon
766,"Now , if we are to form a real judgment of the life of the just and unjust , we must isolate them ; there is no other way ; and how is the isolation to be effected",NEGATIVE,Glaucon
767,"I answer : Let the unjust man be entirely unjust , and the just man entirely just ; nothing is to be taken away from either of them , and both are to be perfectly furnished for the work of their respective lives",NEUTRAL,Glaucon
768,"First , let the unjust be like other distinguished masters of craft ; like the skilful pilot or physician , who knows intuitively his own powers and keeps within their limits , and who , if he fails at any point , is able to recover himself",NEUTRAL,Glaucon
769,"So let the unjust make his unjust attempts in the right way , and lie hidden if he means to be great in his injustice ( he who is found out is nobody ) : for the highest reach of injustice is : to be deemed just when you are not",NEGATIVE,Glaucon
770,"Therefore I say that in the perfectly unjust man we must assume the most perfect injustice ; there is to be no deduction , but we must allow him , while doing the most unjust acts , to have acquired the greatest reputation for justice",NEUTRAL,Glaucon
